product_name,current_contract_status,Shop,revenu_range,depenses_mensuelles,depenses_recurrentes,motivation_kit,kit_concurrence,cout_kit_credit,duree_pret_comprise,montant_correspondant,accord_penalites_retard,informer_code_ussd,numero_cx_communique,informer_5j_arrieres_45j,informer_90j_retard,metier,activite_professionnelle,traite_comprise
0,1,14,3,150000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,17,2,150000,0,4,0,1,1,1,1,1,1,1,1,1,1,1
0,1,4,0,150000,0,6,0,1,1,1,1,1,1,1,1,1,1,1
0,1,7,2,150000,0,6,0,1,1,1,1,1,1,1,1,0,0,1
0,1,0,2,150000,0,0,0,1,1,1,1,1,1,1,1,1,1,1
0,1,13,3,150000,1,6,0,1,1,1,0,1,1,0,0,1,6,1
0,1,10,0,150000,0,0,0,1,1,1,0,1,1,1,1,0,0,1
0,1,9,2,150000,0,6,0,1,1,1,1,1,1,1,1,1,4,1
0,1,15,2,150000,0,0,0,1,1,1,0,1,1,1,1,1,4,1
0,1,16,2,150000,0,0,0,1,1,1,1,1,1,1,1,1,4,1
0,1,14,1,150000,1,6,0,1,1,1,1,1,1,1,1,1,7,1
0,1,14,1,150000,1,6,0,1,1,1,1,1,1,1,1,1,7,1
0,1,5,1,150000,0,6,0,1,1,1,0,1,1,0,0,1,4,0
0,1,16,3,150000,0,0,0,1,1,1,0,1,1,1,1,0,0,1
0,1,14,3,150000,0,6,0,1,1,1,1,1,1,1,1,0,0,1
0,1,13,3,150000,0,6,0,1,1,1,1,1,1,1,1,0,0,1
0,1,15,0,150000,0,6,0,1,1,1,0,1,1,1,1,0,9,1
0,1,11,2,150000,0,6,0,1,1,1,1,1,1,1,1,1,1,1
0,1,0,1,150000,0,0,0,1,1,1,0,1,1,1,1,1,4,1
0,0,5,1,150000,1,6,0,1,1,1,1,1,1,1,1,1,1,1
0,1,5,1,150000,0,6,0,1,1,1,1,1,1,1,1,1,1,1
0,1,9,1,150000,1,6,0,1,1,1,1,1,1,1,1,1,2,1
0,1,5,0,150000,0,6,0,1,1,1,0,1,1,1,1,0,0,1
0,1,14,1,200000,0,6,0,1,1,1,1,1,1,1,1,1,7,1
0,1,9,3,200000,0,6,0,1,1,1,1,1,1,1,1,0,0,1
0,1,17,0,200000,1,6,0,0,1,1,1,1,1,1,1,1,2,1
0,1,11,2,200000,0,0,0,1,1,1,1,1,1,1,1,1,0,1
0,1,14,3,200000,1,6,0,1,1,1,1,1,1,1,1,1,7,1
0,1,12,0,200000,1,9,0,1,1,1,1,1,1,1,1,0,11,1
0,1,2,0,200000,1,9,0,1,1,1,1,1,1,1,1,0,11,1
0,1,17,1,200000,1,0,0,1,1,1,1,1,1,1,1,1,3,1
0,1,15,2,200000,0,6,0,1,1,1,1,1,1,1,1,1,4,1
0,1,8,0,200000,0,0,0,1,1,1,0,1,1,1,1,0,2,1
0,1,14,1,200000,0,6,0,1,1,1,1,1,1,1,1,1,3,1
0,1,5,0,200000,1,9,0,1,1,1,1,1,1,1,1,1,1,1
0,1,10,2,200000,0,6,0,1,1,1,1,1,1,1,1,1,11,1
0,1,3,0,200000,1,6,0,1,1,1,1,1,1,1,1,0,3,1
0,1,10,1,200000,1,6,0,1,1,1,1,1,1,1,1,1,3,1
0,1,6,0,200000,1,6,0,1,1,1,1,1,1,1,1,1,1,1
0,1,15,1,200000,1,3,0,1,1,1,1,1,1,1,1,0,11,1
0,1,15,0,200000,0,0,0,1,1,1,0,1,1,1,1,0,0,1
0,1,8,2,200000,1,6,0,1,1,0,0,1,1,1,1,0,0,1
0,1,9,0,200000,0,0,0,1,1,1,0,1,1,1,1,0,0,1
0,1,3,3,200000,0,6,0,1,1,1,1,1,1,1,1,0,3,1
0,1,16,2,200000,0,6,0,1,1,1,1,1,1,1,1,1,3,1
0,1,14,0,200000,0,6,0,1,1,1,1,1,1,1,1,0,3,1
0,1,15,0,200000,0,6,0,1,1,1,0,1,1,1,1,0,1,1
0,1,15,0,200000,0,0,0,1,1,1,0,1,1,1,1,0,0,1
0,1,8,0,200000,1,2,0,1,1,1,1,1,1,1,1,1,9,1
0,1,11,1,200000,1,0,0,1,1,1,0,1,1,1,1,0,1,1
0,1,16,0,200000,0,2,0,1,1,1,1,1,1,1,1,1,2,1
0,1,13,1,200000,0,0,0,1,1,1,0,1,1,1,1,0,1,1
0,1,1,3,200000,1,2,0,1,1,1,1,1,1,1,1,0,1,1
0,1,14,1,200000,0,2,0,1,1,1,1,1,1,1,1,1,0,1
0,1,16,0,200000,0,2,0,1,1,1,1,1,1,1,1,1,1,1
0,1,5,0,200000,0,0,0,1,1,1,0,1,1,1,1,0,0,1
0,1,17,1,200000,1,2,0,1,1,1,1,1,1,1,1,1,1,1
0,1,16,1,200000,0,2,0,1,1,1,1,1,1,1,1,1,1,1
0,1,5,1,200000,1,2,0,1,1,1,1,1,1,1,1,1,3,1
0,1,2,1,200000,0,2,0,1,1,1,1,1,1,1,1,1,2,1
0,1,8,0,200000,0,0,0,1,1,1,0,1,1,1,1,1,4,1
0,1,8,0,200000,1,4,0,1,1,1,1,1,1,1,1,1,2,1
0,1,5,0,200000,0,6,0,1,1,1,1,1,1,1,1,1,2,1
0,1,3,1,200000,0,2,0,1,1,1,0,1,1,1,1,1,3,1
0,1,12,1,200000,0,0,0,1,1,1,0,1,1,1,1,0,1,1
0,1,6,3,200000,0,0,0,1,1,1,1,1,1,1,1,1,2,1
0,1,8,3,200000,0,2,0,1,1,1,1,1,1,1,1,1,1,1
0,1,13,1,200000,0,2,0,1,1,1,0,1,1,1,1,0,2,1
0,1,9,0,200000,1,0,0,1,1,1,0,1,1,1,1,0,0,1
0,1,9,3,200000,0,2,0,1,1,1,1,1,1,1,1,0,0,1
0,1,0,2,200000,1,2,0,1,1,1,1,1,1,1,1,1,3,1
0,1,0,2,200000,0,0,0,1,1,1,1,1,1,1,1,1,3,1
0,1,15,1,200000,0,2,0,1,1,1,1,1,1,1,1,1,1,1
0,1,11,0,200000,0,2,0,1,1,1,1,1,1,1,1,1,3,1
0,1,10,0,200000,0,0,0,1,1,1,0,1,1,1,1,0,0,1
0,1,11,3,200000,0,2,0,1,1,1,1,1,1,1,1,0,0,1
0,1,11,0,200000,1,2,1,1,1,1,1,1,1,1,1,1,0,1
0,1,9,1,200000,1,6,0,1,1,1,1,1,1,1,1,1,2,1
0,1,6,3,200000,0,2,0,1,1,1,1,1,1,1,1,1,1,1
0,1,0,0,200000,0,0,0,1,1,1,0,1,1,1,1,0,0,1
0,1,1,1,200000,0,9,0,1,1,1,1,1,1,1,1,0,0,1
0,1,8,1,400000,0,0,0,1,1,1,1,1,1,1,1,1,1,1
0,1,4,1,400000,1,2,0,1,1,1,1,1,1,1,1,1,1,1
0,1,8,0,400000,0,0,0,1,1,1,0,1,1,1,1,0,0,1
0,1,3,0,400000,0,2,0,1,1,1,1,1,1,1,1,0,6,1
0,1,1,0,400000,0,2,0,1,1,1,1,1,1,1,1,0,0,1
0,1,17,3,400000,0,2,0,1,1,0,1,1,1,1,1,1,3,1
0,1,15,0,400000,1,2,0,1,1,0,1,1,1,1,1,0,12,1
0,1,6,0,400000,0,0,0,1,1,1,0,1,1,1,1,0,2,1
0,1,1,3,400000,0,2,0,1,1,1,0,1,1,0,0,0,6,1
0,1,12,0,400000,0,2,0,1,1,1,1,1,1,1,1,1,13,1
0,1,14,0,400000,0,0,0,1,1,1,0,1,1,1,1,0,0,1
0,1,12,0,400000,0,0,0,1,1,1,1,1,1,1,1,1,1,1
0,1,15,2,400000,0,2,0,1,1,1,1,1,1,1,1,1,6,1
0,1,9,0,400000,0,0,0,1,1,1,0,1,1,1,1,1,1,1
0,1,9,1,400000,0,0,0,1,1,1,1,1,1,1,1,1,7,1
0,1,15,3,400000,0,2,0,1,1,1,1,1,1,1,1,0,0,1
0,1,3,1,400000,0,2,0,1,1,1,1,1,1,1,1,1,3,1
0,1,12,1,400000,1,2,0,1,1,1,1,1,1,1,1,0,3,1
0,1,10,2,400000,0,2,0,1,1,1,1,1,1,1,1,1,4,1
0,1,15,0,400000,0,2,0,1,1,1,1,1,1,1,1,1,1,1
0,1,15,2,400000,0,2,0,1,1,1,1,1,1,1,1,0,0,1
0,1,1,2,400000,0,3,0,1,1,1,1,1,1,1,1,0,0,1
0,1,12,0,400000,1,2,0,1,1,1,1,1,1,1,1,1,1,1
0,1,3,3,400000,0,3,0,1,1,1,1,1,1,1,1,1,2,1
0,1,10,1,400000,0,2,0,1,1,1,1,1,1,1,1,1,0,1
0,1,9,1,400000,0,2,0,1,1,1,1,1,1,1,1,0,0,1
0,1,3,3,400000,1,0,0,1,1,1,1,1,1,1,1,1,3,1
0,1,14,1,400000,1,2,0,1,1,1,1,1,1,1,1,1,2,1
0,1,3,3,400000,0,2,0,1,1,1,1,1,1,1,1,0,3,1
0,1,9,0,400000,1,2,0,1,1,1,1,1,1,1,1,1,8,1
0,1,9,1,400000,0,2,0,1,1,1,1,1,1,1,1,0,0,1
0,1,16,3,400000,0,2,0,1,1,1,1,1,1,1,1,0,0,1
0,1,10,3,400000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,13,1,400000,1,2,0,1,1,1,0,1,1,0,0,1,5,1
0,1,10,0,400000,0,0,0,1,1,1,0,1,1,1,1,1,2,1
0,1,5,0,400000,0,0,0,1,1,1,0,1,1,1,1,0,4,1
0,1,11,3,400000,1,2,0,1,1,1,1,1,1,1,1,1,1,1
0,1,11,0,400000,0,0,0,1,1,1,0,1,1,1,1,0,1,1
0,1,5,0,400000,1,2,0,1,1,1,1,1,1,1,1,1,1,1
0,1,11,3,400000,0,2,0,1,1,1,1,1,1,1,1,0,5,1
0,1,13,3,400000,0,2,0,1,1,1,0,1,1,0,0,0,11,1
0,1,6,0,400000,0,0,0,1,1,1,1,1,1,1,1,0,2,1
0,1,4,0,400000,0,2,0,1,1,1,1,1,1,1,1,1,2,1
0,1,2,1,400000,0,3,0,1,1,1,1,1,1,1,1,1,1,1
0,1,9,0,400000,0,2,0,1,1,1,1,1,1,1,1,1,3,1
0,1,3,3,400000,1,2,0,1,1,1,1,1,1,1,1,1,3,1
0,1,10,2,400000,0,2,0,1,1,1,1,1,1,1,1,1,4,1
0,1,16,1,400000,0,2,0,1,1,1,1,1,1,1,1,1,7,1
0,1,8,2,400000,0,0,0,1,1,1,0,1,1,1,1,1,4,1
0,1,12,0,400000,0,0,0,1,1,1,0,1,1,1,1,1,1,1
0,1,9,3,400000,0,0,0,1,1,1,1,1,1,1,1,0,3,1
0,1,14,0,400000,0,0,0,1,1,1,0,1,1,1,1,0,13,1
0,1,13,1,400000,1,2,0,1,1,1,1,1,1,1,1,1,2,1
0,1,13,0,400000,0,3,0,1,1,1,1,1,1,1,1,1,2,1
0,1,8,3,400000,0,2,0,1,1,1,1,1,1,1,1,0,0,1
0,1,8,0,400000,0,2,0,1,1,1,1,1,1,1,1,1,2,1
0,1,8,0,400000,0,4,0,1,1,1,1,1,1,1,1,0,0,1
0,1,6,0,400000,0,0,0,1,1,1,0,1,1,1,1,0,2,1
0,1,11,2,400000,0,2,0,1,1,1,1,0,1,1,1,1,1,1
0,1,9,2,400000,0,2,0,1,1,1,1,1,1,1,1,1,1,1
0,1,9,2,400000,1,5,0,1,1,1,1,1,1,1,1,1,5,1
0,1,14,0,400000,0,2,0,1,1,1,1,0,1,1,1,1,2,1
0,1,10,3,400000,0,2,0,1,1,1,1,1,1,1,1,0,3,1
0,1,16,0,400000,0,2,0,1,1,1,1,1,1,1,1,1,8,1
0,1,9,0,400000,1,2,1,1,1,1,1,1,1,1,1,1,8,1
0,1,16,1,400000,0,0,0,1,1,1,0,1,1,1,1,0,1,1
0,1,12,0,400000,0,3,0,1,1,1,0,1,1,0,0,1,2,1
0,1,17,0,400000,0,0,0,1,1,1,0,1,1,1,1,0,0,1
0,1,5,2,400000,0,9,0,1,1,1,1,1,1,1,1,1,2,1
0,1,14,2,400000,0,2,1,1,1,1,1,1,1,1,1,0,0,1
0,1,13,1,400000,1,2,0,1,1,1,1,1,1,1,1,1,1,1
0,1,5,1,400000,0,2,0,1,1,1,1,1,1,1,1,1,1,1
0,1,3,0,400000,0,0,0,1,1,1,1,1,1,1,1,1,1,1
0,1,6,1,400000,0,2,0,1,1,1,1,1,1,1,1,1,5,1
0,1,4,1,400000,0,2,0,1,1,1,1,1,1,1,1,1,1,1
0,1,15,0,400000,1,3,0,1,1,1,1,1,1,1,1,1,1,1
0,1,8,3,400000,1,2,0,1,1,1,1,1,1,1,1,0,0,1
0,1,15,0,400000,1,2,0,1,1,1,1,1,1,1,1,1,0,1
0,1,8,1,400000,1,2,0,1,1,1,1,1,1,1,1,0,0,1
0,1,8,0,400000,1,2,0,1,1,1,1,1,1,1,1,1,4,1
0,1,1,0,400000,0,0,0,1,1,1,0,1,1,1,1,0,6,1
0,1,9,3,400000,0,2,0,1,1,1,1,1,1,1,1,0,0,1
0,1,9,3,400000,0,2,0,1,1,1,1,1,1,1,1,0,0,1
0,1,5,2,400000,1,2,0,1,1,1,1,1,1,1,1,1,8,1
0,1,9,1,400000,0,0,0,1,1,1,0,1,1,1,1,0,0,1
0,1,5,2,400000,0,0,0,1,1,1,0,1,1,1,1,0,6,1
0,1,5,0,400000,0,2,0,1,1,1,0,1,1,1,1,0,2,1
0,1,8,0,400000,0,2,0,1,1,1,1,1,1,1,1,0,0,1
0,1,11,0,400000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,8,1,400000,1,3,0,1,1,1,1,1,1,1,1,1,0,1
0,1,8,0,400000,1,2,0,1,1,1,1,1,1,1,1,0,0,1
0,1,9,0,400000,0,2,0,1,1,1,1,1,1,1,1,1,6,1
0,1,9,2,400000,1,2,0,1,1,1,1,1,1,1,1,0,0,1
0,1,16,1,400000,0,2,0,1,1,1,1,1,1,1,1,1,1,1
0,1,17,0,400000,1,4,0,1,1,1,1,1,1,1,1,0,0,1
0,1,15,0,400000,1,3,0,1,1,1,1,1,1,1,1,1,1,1
0,1,6,1,400000,0,2,0,1,1,1,1,1,1,1,1,1,1,1
0,1,8,3,400000,1,3,0,1,1,1,1,1,1,1,1,1,0,1
0,1,8,2,400000,0,2,0,1,1,1,1,1,1,1,1,0,0,1
0,1,3,3,400000,1,2,0,1,1,1,1,1,1,1,1,1,4,1
0,1,5,3,400000,0,2,0,1,1,1,1,1,1,1,1,0,3,1
0,1,3,0,400000,0,2,0,1,1,1,1,1,1,1,1,1,1,1
0,1,7,1,400000,1,2,0,1,1,1,1,1,1,1,1,1,1,1
0,1,8,2,400000,1,2,0,1,1,1,1,1,1,1,1,1,12,1
0,1,10,1,400000,0,0,0,1,1,1,1,1,1,1,1,0,6,1
0,1,5,3,400000,1,2,0,1,1,1,1,0,1,1,1,1,13,1
0,1,8,3,400000,1,2,0,1,1,1,1,1,1,1,1,0,0,1
0,1,15,0,400000,0,2,0,1,1,1,1,1,1,1,1,1,4,1
0,1,1,3,400000,1,0,0,1,1,1,1,1,1,1,1,1,3,1
0,1,9,3,400000,0,2,0,1,1,1,1,1,1,1,1,1,1,1
0,1,14,1,400000,0,0,0,1,1,1,1,0,1,1,1,0,0,1
0,1,5,0,400000,0,0,0,1,1,1,1,1,1,1,1,0,1,1
0,1,12,3,400000,0,2,0,1,1,1,1,1,1,1,1,1,1,1
0,1,5,2,400000,0,0,0,1,1,1,0,1,1,1,1,1,5,1
0,1,17,1,400000,1,3,0,1,1,1,1,1,1,1,1,1,2,1
0,1,10,1,400000,0,0,0,1,1,1,1,1,1,1,1,0,2,1
0,1,8,2,400000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,10,1,400000,1,7,0,1,1,1,1,1,1,1,1,1,0,1
0,1,17,0,400000,1,7,0,1,1,1,1,1,1,1,1,0,0,1
0,1,8,0,400000,0,4,0,1,1,1,1,1,1,1,1,0,0,1
0,1,10,1,400000,0,7,0,1,1,1,1,1,1,1,1,1,2,1
0,1,10,0,400000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,5,0,400000,0,0,0,1,1,1,1,1,1,1,1,0,9,1
0,1,12,1,400000,0,0,0,1,1,1,1,1,1,1,1,0,5,1
0,1,17,2,400000,1,7,0,1,1,1,1,1,1,1,1,0,3,1
0,1,10,2,400000,1,7,0,1,1,1,1,1,1,1,1,0,0,1
0,1,5,0,400000,0,0,0,1,1,1,1,1,1,1,1,0,2,1
0,1,10,3,400000,0,4,0,1,1,1,1,1,1,1,1,1,0,1
0,1,11,1,400000,1,1,0,1,1,1,1,1,1,1,1,1,2,1
0,1,10,1,400000,0,0,0,1,1,1,1,1,1,1,1,0,2,1
0,1,6,2,400000,1,2,0,1,1,1,1,1,1,1,1,1,1,1
0,1,12,3,400000,0,7,0,1,1,1,1,1,1,1,1,1,5,1
0,1,11,3,400000,1,1,0,1,1,1,1,1,1,1,1,0,0,1
0,1,11,1,400000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,5,3,400000,1,2,0,1,1,1,1,1,1,1,1,1,4,1
0,1,5,1,400000,1,2,0,1,1,1,1,1,1,1,1,1,1,1
0,1,3,1,400000,0,7,0,1,1,1,1,1,1,1,1,1,13,1
0,1,7,2,400000,1,3,0,1,1,1,1,1,1,1,1,1,5,1
0,1,9,1,400000,1,1,0,1,1,1,1,1,1,1,1,0,0,1
0,1,9,3,400000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,10,3,400000,0,7,0,1,1,1,1,1,1,1,1,0,0,1
0,1,9,1,400000,0,7,0,1,1,1,1,1,1,1,1,1,1,1
0,1,6,0,400000,1,7,0,1,1,1,1,1,1,1,1,1,1,1
0,1,8,0,400000,0,0,0,1,1,1,1,1,1,1,1,0,0,1
0,1,5,1,400000,1,3,0,1,1,1,1,1,1,1,1,1,13,1
0,1,5,0,400000,0,5,0,1,1,1,1,1,1,1,1,1,7,1
0,1,9,0,400000,0,7,0,1,1,1,1,1,1,1,1,1,0,1
0,1,9,1,400000,0,0,0,1,1,1,1,1,1,1,1,1,4,1
0,1,11,0,400000,1,3,0,1,1,1,1,1,1,1,1,1,2,1
0,1,9,3,400000,0,1,0,1,1,1,1,1,1,1,1,0,0,1
